Win,Month,Day,Year,Weekday,Time,RoadTeam,Locale,HomeTeam,Conference,RoadTeamPoints,OT
0,Feb,28,2015,Sat,4:00 pm/est,Alabama,@,Vanderbilt,SEC,66,
0,Feb,25,2017,Sat,2:00 pm/est,Florida,@,Kentucky (11),SEC,66,
0,Feb,3,2018,Sat,3:30 pm/est,Arkansas,@,Louisiana State,SEC,86,
0,Jan,8,2017,Sun,4:30 pm/est,Rutgers,@,Iowa,Big Ten,62,
0,Feb,7,2015,Sat,4:00 pm/est,Mississippi State,@,Arkansas,SEC,41,
0,Jan,13,2018,Sat,12:00 pm/est,Georgetown,@,Seton Hall (13),Big East,61,
1,Mar,4,2015,Wed,8:00 pm/est,Miami,@,Pittsburgh,ACC,67,
0,Jan,3,2017,Tue,9:15 pm/est,West Virginia,@,Texas Tech,Big 12,76,OT
1,Jan,25,2017,Wed,6:30 pm/est,St. John's,@,Providence,Big East,91,
0,Jan,28,2015,Wed,9:00 pm/est,Mississippi State,@,Mississippi,SEC,73,
0,Mar,4,2017,Sat,2:00 pm/est,California,@,Colorado,Pac-12,46,
1,Jan,29,2018,Mon,9:00 pm/est,Nebraska,@,Wisconsin,Big Ten,74,
0,Feb,13,2016,Sat,4:00 pm/est,Louisville,@,Notre Dame,ACC,66,
0,Jan,14,2015,Wed,9:00 pm/est,Creighton,@,Marquette,Big East,52,
0,Feb,15,2015,Sun,5:15 pm/est,Nebraska,@,Purdue,Big Ten,54,
0,Feb,13,2016,Sat,4:00 pm/est,Oregon,@,Stanford,Pac-12,72,
1,Feb,18,2017,Sat,12:00 pm/est,Notre Dame,@,North Carolina State,ACC,81,
0,Feb,7,2015,Sat,8:00 pm/est,UCLA,@,University of California,Pac-12,62,
1,Dec,30,2016,Fri,11:00 pm/est,UCLA,@,Oregon State,Pac-12,76,
0,Feb,3,2016,Wed,9:00 pm/est,Oklahoma State,@,Texas Tech,Big 12,61,OT
0,Jan,28,2017,Sat,9:30 pm/est,Oregon,@,Colorado,Pac-12,65,
0,Feb,15,2014,Sat,,Maryland,@,Duke (8),ACC,67,
1,Feb,22,2018,Thu,7:00 pm/est,Wisconsin,@,Northwestern,Big Ten,70,
1,Jan,25,2017,Wed,7:30 pm/est,Texas A&M,@,Mississippi,SEC,80,
1,Jan,27,2018,Sat,2:00 pm/est,Virginia,@,Duke (4),ACC,65,
1,Mar,1,2016,Tue,9:00 pm/est,Texas A&M,@,Auburn,SEC,81,
0,Feb,4,2017,Sat,7:00 pm/est,Oklahoma,@,Texas Tech,Big 12,69,
1,Feb,26,2015,Thu,7:00 pm/est,Minnesota,@,Michigan State,Big Ten,96,OT
0,Feb,4,2015,Wed,9:00 pm/est,Washington,@,Oregon,Pac-12,74,
1,Feb,16,2016,Tue,9:00 pm/est,Florida,@,Georgia,SEC,57,
0,Jan,27,2015,Tue,7:00 pm/est,Vanderbilt,@,Georgia,SEC,62,
0,Jan,31,2015,Sat,4:30 pm/est,Vanderbilt,@,Texas A&M,SEC,58,
0,Jan,7,2016,Thu,10:30 pm/est,Arizona State,@,Southern California,Pac-12,65,
0,Jan,9,2016,Sat,7:00 pm/est,Arizona,@,Southern California,Pac-12,101,4OT
0,Feb,11,2015,Wed,8:00 pm/est,Pittsburgh,@,Louisville (9),ACC,56,
0,Mar,5,2016,Sat,9:30 pm/est,Colorado,@,Utah (13),Pac-12,55,
0,Jan,13,2018,Sat,5:00 pm/est,Texas,@,Oklahoma State,Big 12,64,
0,Jan,15,2015,Thu,7:00 pm/est,Auburn,@,Florida,SEC,55,
0,Feb,28,2017,Tue,9:00 pm/est,Vanderbilt,@,Kentucky (9),SEC,67,
1,Jan,24,2015,Sat,6:00 pm/est,LSU,@,Vanderbilt,SEC,79,OT
1,Mar,4,2017,Sat,6:00 pm/est,Kansas,@,Oklahoma State,Big 12,90,
0,Feb,3,2016,Wed,7:00 pm/est,Notre Dame,@,Miami (FL) (17),ACC,70,
0,Jan,27,2018,Sat,8:00 pm/est,Georgetown,@,Creighton,Big East,77,
0,Jan,19,2015,Mon,9:00 pm/est,Villanova,@,Georgetown,Big East,58,
0,Feb,4,2016,Thu,9:00 pm/est,Minnesota,@,Northwestern,Big Ten,58,
0,Jan,4,2017,Wed,9:00 pm/est,Louisville,@,Notre Dame (23),ACC,70,
0,Mar,7,2015,Sat,12:00 pm/est,Pittsburgh,@,Florida State,ACC,52,
0,Jan,20,2018,Sat,10:15 pm/est,UCLA,@,Oregon,Pac-12,91,
0,Jan,10,2015,Sat,4:30 pm/est,Xavier,@,Butler,Big East,76,
1,Feb,3,2016,Wed,6:30 pm/est,Illinois,@,Rutgers,Big Ten,110,3OT
0,Feb,4,2017,Sat,3:30 pm/est,Tennessee,@,Mississippi State,SEC,59,
0,Jan,21,2017,Sat,6:00 pm/est,West Virginia,@,Kansas State,Big 12,75,
0,Jan,7,2017,Sat,3:00 pm/est,Oklahoma,@,Kansas State,Big 12,64,
1,Feb,28,2018,Wed,8:30 pm/est,Villanova,@,Seton Hall,Big East,69,OT
1,Feb,24,2018,Sat,1:00 pm/est,Tennessee,@,Mississippi,SEC,73,
1,Jan,6,2018,Sat,5:15 pm/est,Indiana,@,Minnesota,Big Ten,75,
0,Feb,11,2015,Wed,7:00 pm/est,Kansas State,@,West Virginia (21),Big 12,72,
0,Feb,3,2018,Sat,8:30 pm/est,Vanderbilt,@,Auburn (11),SEC,81,
0,Feb,24,2015,Tue,9:00 pm/est,Florida,@,Missouri,SEC,52,
0,Jan,20,2018,Sat,3:00 pm/est,Creighton,@,Providence,Big East,71,
0,Jan,17,2016,Sun,7:00 pm/est,Oregon,@,Colorado,Pac-12,87,
1,Mar,3,2018,Sat,4:30 pm/est,Oregon,@,Washington,Pac-12,72,
1,Jan,13,2018,Sat,3:30 pm/est,Auburn,@,Mississippi State,SEC,76,
0,Jan,3,2018,Wed,9:00 pm/est,NC State,@,Notre Dame,ACC,58,
1,Feb,4,2017,Sat,3:00 pm/est,Mississippi,@,Vanderbilt,SEC,81,
1,Jan,21,2017,Sat,3:30 pm/est,Mississippi,@,Missouri,SEC,75,
0,Mar,3,2018,Sat,12:00 pm/est,Kentucky,@,Florida,SEC,67,
1,Feb,14,2015,Sat,6:15 pm/est,Duke,@,Syracuse,ACC,80,
1,Jan,20,2018,Sat,2:00 pm/est,Butler,@,DePaul,Big East,79,
1,Feb,17,2018,Sat,12:00 pm/est,Syracuse,@,Miami (FL),ACC,62,
0,Feb,7,2015,Sat,3:00 pm/est,Purdue,@,Minnesota,Big Ten,58,
0,Mar,5,2016,Sat,1:00 pm/est,Minnesota,@,Rutgers,Big Ten,52,
1,Jan,14,2015,Wed,9:00 pm/est,Illinois,@,Northwestern,Big Ten,72,
0,Mar,7,2015,Sat,4:00 pm/est,Clemson,@,Notre Dame (12),ACC,67,
1,Jan,6,2016,Wed,8:30 pm/est,Texas A&M,@,Mississippi State,SEC,61,
0,Feb,20,2016,Sat,3:00 pm/est,Florida State,@,Virginia Tech,ACC,73,
0,Jan,23,2018,Tue,7:00 pm/est,Clemson,@,Virginia (2),ACC,36,
0,Jan,22,2015,Thu,9:00 pm/est,Maryland,@,Indiana (23),Big Ten,70,
0,Jan,7,2015,Wed,9:00 pm/est,Colorado,@,Utah (9),Pac-12,49,
0,Dec,4,2017,Mon,8:00 pm/est,Iowa,@,Indiana,Big Ten,64,
0,Jan,6,2018,Sat,4:00 pm/est,Iowa State,@,Oklahoma State,Big 12,87,OT
0,Mar,2,2016,Wed,8:30 pm/est,Seton Hall,@,Butler,Big East,78,
1,Feb,15,2017,Wed,6:30 pm/est,Arkansas,@,South Carolina (21),SEC,83,
0,Jan,7,2018,Sun,10:00 pm/est,USC,@,Stanford,Pac-12,76,
1,Jan,2,2016,Sat,4:00 pm/est,Indiana,@,Nebraska,Big Ten,79,
1,Feb,3,2016,Wed,10:00 pm/est,Arizona,@,Washington State,Pac-12,79,
0,Feb,24,2018,Sat,7:00 pm/est,Washington State,@,Stanford,Pac-12,84,
1,Feb,27,2016,Sat,6:00 pm/est,West Virginia,@,Oklahoma State,Big 12,70,
0,Jan,5,2018,Fri,10:00 pm/est,Oregon,@,Oregon State,Pac-12,64,
0,Jan,8,2017,Sun,4:30 pm/est,Wisconsin,@,Purdue (20),Big Ten,55,
0,Feb,14,2018,Wed,7:00 pm/est,Virginia Tech,@,Duke (12),ACC,52,
0,Jan,21,2017,Sat,2:00 pm/est,Georgia Tech,@,Virginia (16),ACC,49,
1,Feb,24,2018,Sat,1:00 pm/est,Louisville,@,Virginia Tech,ACC,75,
0,Feb,18,2017,Sat,6:00 pm/est,TCU,@,Iowa State,Big 12,71,
0,Feb,28,2018,Wed,7:00 pm/est,Pittsburgh,@,Notre Dame,ACC,56,
1,Jan,13,2016,Wed,9:00 pm/est,Oklahoma,@,Oklahoma State,Big 12,74,
0,Mar,3,2018,Sat,12:00 pm/est,Wake Forest,@,Georgia Tech,ACC,56,
0,Jan,3,2018,Wed,7:00 pm/est,Rutgers,@,Purdue (13),Big Ten,51,
0,Feb,27,2016,Sat,4:00 pm/est,Maryland,@,Purdue (20),Big Ten,79,
0,Feb,3,2016,Wed,11:00 pm/est,Arizona State,@,Washington,Pac-12,83,OT
1,Feb,27,2016,Sat,2:00 pm/est,Villanova,@,Marquette,Big East,89,
0,Feb,20,2018,Tue,7:00 pm/est,Creighton,@,Butler,Big East,70,
0,Feb,21,2015,Sat,2:30 pm/est,Missouri,@,Vanderbilt,SEC,53,
0,Feb,16,2016,Tue,9:00 pm/est,Rutgers,@,Illinois,Big Ten,66,
1,Dec,30,2015,Wed,3:00 pm/est,Michigan,@,Illinois,Big Ten,78,
1,Jan,13,2018,Sat,8:30 pm/est,Alabama,@,Louisiana State,SEC,74,
0,Feb,20,2016,Sat,8:00 pm/est,Notre Dame,@,Georgia Tech,ACC,62,
0,Feb,19,2017,Sun,8:30 pm/est,Utah,@,Oregon State,Pac-12,67,
1,Feb,4,2018,Sun,4:00 pm/est,Arizona State,@,Washington State,Pac-12,88,
0,Jan,30,2016,Sat,12:00 pm/est,Georgia Tech,@,Syracuse,ACC,57,
1,Feb,17,2018,Sat,10:00 pm/est,Utah,@,Washington State,Pac-12,77,
0,Feb,7,2017,Tue,6:00 pm/est,Maryland,@,Penn State,Big Ten,64,
1,Jan,21,2017,Sat,8:00 pm/est,Baylor,@,Texas Christian,Big 12,62,
0,Jan,9,2016,Sat,1:00 pm/est,Oklahoma State,@,West Virginia (17),Big 12,60,
0,Feb,21,2017,Tue,9:00 pm/est,Indiana,@,Iowa,Big Ten,90,OT
1,Dec,30,2017,Sat,2:00 pm/est,Oklahoma,@,Texas Christian (10),Big 12,90,
1,Feb,18,2017,Sat,6:00 pm/est,Nebraska,@,Ohio State,Big Ten,58,
1,Jan,5,2016,Tue,7:00 pm/est,South Carolina,@,Auburn,SEC,81,
1,Jan,4,2017,Wed,9:00 pm/est,Oregon,@,Washington,Pac-12,83,
1,Mar,5,2016,Sat,6:30 pm/est,North Carolina,@,Duke (17),ACC,76,
1,Feb,20,2016,Sat,2:30 pm/est,Mississippi State,@,Alabama,SEC,67,
1,Jan,17,2018,Wed,9:00 pm/est,Ohio State,@,Northwestern,Big Ten,71,
0,Feb,18,2015,Wed,7:00 pm/est,Virginia Tech,@,Miami (FL),ACC,52,
0,Jan,1,2017,Sun,6:30 pm/est,Colorado,@,Utah,Pac-12,60,
1,Feb,4,2017,Sat,3:00 pm/est,Miami,@,North Carolina State,ACC,84,
0,Jan,8,2015,Thu,9:00 pm/est,Arizona State,@,Oregon State,Pac-12,47,
1,Jan,24,2015,Sat,12:00 pm/est,Kentucky,@,South Carolina,SEC,58,
1,Jan,20,2016,Wed,11:00 pm/est,UCLA,@,Oregon State,Pac-12,82,
0,Mar,5,2015,Thu,9:00 pm/est,California,@,Arizona (5),Pac-12,60,
0,Feb,11,2017,Sat,10:00 pm/est,California,@,Arizona (9),Pac-12,57,
0,Feb,24,2015,Tue,7:00 pm/est,Wisconsin,@,Maryland (14),Big Ten,53,
0,Jan,14,2017,Sat,12:00 pm/est,Seton Hall,@,Providence,Big East,61,
1,Mar,5,2016,Sat,7:30 pm/est,Florida,@,Missouri,SEC,82,
0,Jan,4,2017,Wed,7:00 pm/est,Georgetown,@,Providence,Big East,70,
0,Jan,31,2018,Wed,8:00 pm/est,Florida State,@,Wake Forest,ACC,72,
0,Mar,6,2016,Sun,7:30 pm/est,Wisconsin,@,Purdue (15),Big Ten,80,
0,Jan,3,2017,Tue,9:00 pm/est,Kansas State,@,Kansas (3),Big 12,88,
1,Jan,24,2016,Sun,8:30 pm/est,Utah,@,Washington,Pac-12,80,OT
0,Jan,12,2016,Tue,9:00 pm/est,Minnesota,@,Nebraska,Big Ten,59,
0,Feb,11,2017,Sat,12:00 pm/est,Seton Hall,@,St. John's (NY),Big East,70,
1,Feb,11,2017,Sat,4:00 pm/est,Georgia,@,Tennessee,SEC,76,
1,Feb,4,2017,Sat,3:00 pm/est,Xavier,@,Creighton (22),Big East,82,
0,Feb,3,2015,Tue,7:00 pm/est,Georgia,@,Kentucky (1),SEC,58,
1,Feb,4,2017,Sat,10:30 pm/est,UCLA,@,Washington,Pac-12,107,
1,Jan,6,2016,Wed,11:00 pm/est,Stanford,@,Oregon State,Pac-12,78,
0,Jan,21,2015,Wed,9:00 pm/est,Washington State,@,Utah (12),Pac-12,64,
0,Feb,20,2016,Sat,1:00 pm/est,Miami,@,North Carolina (5),ACC,71,
0,Jan,27,2016,Wed,9:00 pm/est,Missouri,@,Kentucky (20),SEC,54,
0,Mar,4,2017,Sat,6:30 pm/est,Washington,@,Southern California,Pac-12,58,
1,Jan,24,2018,Wed,7:00 pm/est,Nebraska,@,Rutgers,Big Ten,60,
0,Jan,26,2016,Tue,7:00 pm/est,Texas Tech,@,Oklahoma (1),Big 12,67,
0,Jan,22,2017,Sun,2:00 pm/est,Georgetown,@,Xavier (22),Big East,75,
1,Jan,14,2015,Wed,7:00 pm/est,North Carolina,@,North Carolina State,ACC,81,
0,Feb,9,2017,Thu,8:00 pm/est,North Carolina,@,Duke (18),ACC,78,
0,Dec,31,2017,Sun,10:00 pm/est,Colorado,@,Oregon,Pac-12,62,
0,Feb,18,2018,Sun,1:00 pm/est,Ohio State,@,Michigan (22),Big Ten,62,
0,Jan,25,2017,Wed,7:00 pm/est,Creighton,@,Georgetown,Big East,51,
0,Jan,24,2017,Tue,7:00 pm/est,Kansas,@,West Virginia (18),Big 12,69,
0,Jan,2,2016,Sat,2:00 pm/est,Texas,@,Texas Tech,Big 12,74,
0,Jan,1,2017,Sun,7:00 pm/est,Ohio State,@,Illinois,Big Ten,70,
1,Feb,3,2018,Sat,2:00 pm/est,Texas Tech,@,Texas Christian,Big 12,83,
0,Jan,13,2015,Tue,7:00 pm/est,Arkansas,@,Tennessee,SEC,69,
1,Jan,3,2017,Tue,6:30 pm/est,Arkansas,@,Tennessee,SEC,82,
1,Feb,1,2018,Thu,8:30 pm/est,Northwestern,@,Wisconsin,Big Ten,60,
0,Jan,22,2017,Sun,8:30 pm/est,Arizona State,@,Southern California,Pac-12,79,
0,Jan,20,2018,Sat,2:00 pm/est,Texas Tech,@,Iowa State,Big 12,52,
0,Mar,3,2018,Sat,6:30 pm/est,California,@,Arizona (19),Pac-12,54,
0,Feb,22,2017,Wed,7:00 pm/est,TCU,@,Kansas (3),Big 12,68,
0,Feb,4,2018,Sun,12:00 pm/est,Illinois,@,Ohio State (17),Big Ten,67,
1,Jan,13,2015,Tue,9:00 pm/est,Miami,@,Duke (4),ACC,90,
0,Feb,11,2015,Wed,9:00 pm/est,Indiana,@,Maryland (19),Big Ten,66,
0,Jan,3,2016,Sun,9:30 pm/est,UCLA,@,Washington State,Pac-12,78,
0,Jan,23,2016,Sat,12:00 pm/est,South Carolina,@,Tennessee,SEC,69,
0,Feb,6,2016,Sat,2:00 pm/est,NC State,@,Duke,ACC,80,
0,Feb,10,2018,Sat,12:00 pm/est,Northwestern,@,Maryland,Big Ten,57,
1,Feb,14,2015,Sat,12:30 pm/est,St. John's,@,Xavier,Big East,78,
0,Feb,7,2015,Sat,12:00 pm/est,Creighton,@,St. John's (NY),Big East,66,
1,Feb,25,2017,Sat,4:00 pm/est,Oregon,@,Stanford,Pac-12,75,
0,Feb,8,2015,Sun,6:30 pm/est,Clemson,@,Miami (FL),ACC,45,
0,Jan,7,2017,Sat,12:00 pm/est,Pittsburgh,@,Syracuse,ACC,66,
0,Dec,27,2016,Tue,7:00 pm/est,Rutgers,@,Wisconsin (14),Big Ten,52,
0,Jan,4,2017,Wed,7:00 pm/est,Auburn,@,Vanderbilt,SEC,61,
0,Feb,18,2018,Sun,1:00 pm/est,DePaul,@,Seton Hall,Big East,77,
1,Jan,13,2018,Sat,8:00 pm/est,Stanford,@,Washington,Pac-12,73,
0,Mar,3,2018,Sat,7:00 pm/est,Colorado,@,Utah,Pac-12,54,
0,Feb,4,2015,Wed,7:00 pm/est,Georgia Tech,@,Duke (4),ACC,66,
0,Feb,14,2017,Tue,9:00 pm/est,Mississippi State,@,Georgia,SEC,72,
0,Jan,17,2017,Tue,7:00 pm/est,Pittsburgh,@,North Carolina State,ACC,74,
0,Jan,13,2016,Wed,8:30 pm/est,Penn State,@,Purdue (24),Big Ten,57,
1,Jan,7,2015,Wed,9:00 pm/est,Kansas,@,Baylor (21),Big 12,56,
0,Feb,20,2018,Tue,9:00 pm/est,Vanderbilt,@,Louisiana State,SEC,78,
0,Jan,2,2016,Sat,4:30 pm/est,Arkansas,@,Texas A&M (20),SEC,69,
0,Mar,1,2017,Wed,10:00 pm/est,Washington State,@,Southern California,Pac-12,64,
0,Feb,10,2016,Wed,7:00 pm/est,Texas A&M,@,Alabama,SEC,62,
0,Jan,20,2016,Wed,7:00 pm/est,Wake Forest,@,North Carolina (2),ACC,68,
0,Dec,31,2016,Sat,12:00 pm/est,North Carolina,@,Georgia Tech,ACC,63,
0,Jan,7,2017,Sat,7:00 pm/est,Oklahoma State,@,Baylor (2),Big 12,57,
1,Jan,31,2018,Wed,9:00 pm/est,Virginia Tech,@,Boston College,ACC,85,OT
1,Feb,11,2018,Sun,1:00 pm/est,Michigan,@,Wisconsin,Big Ten,83,
0,Feb,21,2016,Sun,7:30 pm/est,Illinois,@,Wisconsin,Big Ten,60,
0,Jan,4,2018,Thu,8:30 pm/est,Arizona State,@,Colorado,Pac-12,81,OT
0,Jan,27,2016,Wed,7:00 pm/est,Rutgers,@,Michigan,Big Ten,57,
1,Feb,18,2017,Sat,8:00 pm/est,Arizona,@,Washington,Pac-12,76,
0,Jan,11,2018,Thu,9:00 pm/est,Oregon State,@,Arizona (17),Pac-12,53,
0,Jan,3,2015,Sat,2:00 pm/est,Xavier,@,DePaul,Big East,68,
0,Feb,14,2015,Sat,5:00 pm/est,Oregon State,@,Southern California,Pac-12,55,
0,Feb,21,2018,Wed,9:00 pm/est,Louisville,@,Duke (5),ACC,56,
0,Dec,31,2015,Thu,12:00 pm/est,Xavier,@,Villanova (16),Big East,64,
0,Jan,2,2016,Sat,5:30 pm/est,Marquette,@,Georgetown,Big East,70,
0,Jan,9,2018,Tue,9:00 pm/est,Seton Hall,@,Marquette,Big East,64,
0,Jan,30,2016,Sat,5:00 pm/est,Stanford,@,Utah,Pac-12,74,
1,Jan,21,2016,Thu,11:00 pm/est,Arizona,@,Stanford,Pac-12,71,
0,Mar,1,2016,Tue,9:00 pm/est,Georgetown,@,Marquette,Big East,87,
0,Feb,19,2017,Sun,1:30 pm/est,DePaul,@,Butler (24),Big East,66,
0,Feb,8,2018,Thu,8:00 pm/est,Stanford,@,Utah,Pac-12,60,
0,Jan,24,2018,Wed,7:00 pm/est,Georgia Tech,@,Florida State,ACC,77,
0,Feb,11,2016,Thu,9:00 pm/est,Oregon,@,University of California,Pac-12,63,
0,Jan,30,2018,Tue,9:00 pm/est,Vanderbilt,@,Kentucky (21),SEC,81,OT
1,Feb,4,2017,Sat,3:00 pm/est,Kansas State,@,Baylor (2),Big 12,56,
1,Jan,23,2016,Sat,2:00 pm/est,Duke,@,North Carolina State,ACC,88,
1,Dec,4,2017,Mon,7:00 pm/est,Wisconsin,@,Penn State,Big Ten,64,
0,Mar,2,2016,Wed,11:00 pm/est,Washington State,@,Washington,Pac-12,91,
1,Jan,17,2015,Sat,12:00 pm/est,Duke,@,Louisville (6),ACC,63,
0,Dec,31,2017,Sun,5:00 pm/est,St. John's,@,Seton Hall (23),Big East,70,
1,Jan,29,2017,Sun,2:00 pm/est,Washington State,@,Arizona State,Pac-12,91,
1,Feb,6,2016,Sat,4:00 pm/est,South Carolina,@,Texas A&M (8),SEC,81,
0,Jan,20,2016,Wed,10:00 pm/est,Colorado,@,Washington,Pac-12,83,
0,Jan,10,2015,Sat,5:00 pm/est,Arizona State,@,Oregon,Pac-12,56,
0,Jan,16,2018,Tue,9:00 pm/est,Kentucky,@,South Carolina,SEC,68,
1,Mar,4,2017,Sat,12:00 pm/est,Providence,@,St. John's (NY),Big East,86,
1,Mar,7,2015,Sat,12:00 pm/est,Miami,@,Virginia Tech,ACC,82,
0,Feb,15,2017,Wed,8:30 pm/est,St. John's,@,Butler (24),Big East,86,
1,Feb,10,2018,Sat,2:00 pm/est,North Carolina,@,North Carolina State,ACC,96,
0,Feb,13,2016,Sat,12:00 pm/est,Wake Forest,@,North Carolina State,ACC,88,
0,Jan,11,2018,Thu,11:00 pm/est,Utah,@,UCLA,Pac-12,64,
0,Jan,11,2017,Wed,7:00 pm/est,Minnesota,@,Michigan State,Big Ten,47,
1,Feb,20,2016,Sat,9:30 pm/est,Texas Tech,@,Oklahoma State,Big 12,71,
0,Feb,8,2017,Wed,7:00 pm/est,Rutgers,@,Ohio State,Big Ten,64,
1,Mar,2,2016,Wed,9:00 pm/est,Arkansas,@,Alabama,SEC,62,
0,Feb,6,2016,Sat,2:00 pm/est,Rutgers,@,Nebraska,Big Ten,63,
0,Jan,17,2017,Tue,9:00 pm/est,Vanderbilt,@,Georgia,SEC,68,
0,Feb,23,2016,Tue,7:00 pm/est,LSU,@,Arkansas,SEC,65,
0,Jan,18,2017,Wed,6:30 pm/est,Florida,@,South Carolina (24),SEC,53,
0,Jan,29,2017,Sun,1:00 pm/est,NC State,@,Louisville (13),ACC,60,
0,Feb,15,2018,Thu,11:00 pm/est,Colorado,@,Washington State,Pac-12,69,
0,Feb,4,2017,Sat,2:00 pm/est,Georgia,@,South Carolina (19),SEC,75,
0,Jan,6,2018,Sat,4:00 pm/est,Kansas State,@,Texas Tech (18),Big 12,58,
1,Feb,10,2018,Sat,12:00 pm/est,Florida,@,South Carolina,SEC,65,
0,Dec,30,2017,Sat,1:00 pm/est,Tennessee,@,Arkansas,SEC,93,OT
0,Jan,27,2018,Sat,5:30 pm/est,Utah,@,Arizona (11),Pac-12,73,
0,Jan,17,2016,Sun,6:30 pm/est,Virginia,@,Florida State,ACC,62,
0,Jan,14,2017,Sat,12:00 pm/est,Minnesota,@,Penn State,Big Ten,50,
0,Jan,30,2016,Sat,3:00 pm/est,Miami,@,North Carolina State,ACC,69,
0,Feb,28,2015,Sat,12:00 pm/est,Missouri,@,Georgia,SEC,44,
0,Feb,9,2016,Tue,9:00 pm/est,Arkansas,@,Mississippi State,SEC,46,
0,Mar,5,2016,Sat,8:30 pm/est,Louisville,@,Virginia (4),ACC,46,
1,Feb,26,2017,Sun,7:30 pm/est,Illinois,@,Nebraska,Big Ten,73,
0,Jan,28,2018,Sun,8:00 pm/est,Washington State,@,Washington,Pac-12,62,
0,Jan,13,2018,Sat,3:00 pm/est,Baylor,@,Iowa State,Big 12,65,
0,Jan,4,2017,Wed,9:00 pm/est,Virginia,@,Pittsburgh,ACC,76,OT
1,Feb,21,2016,Sun,8:30 pm/est,California,@,Washington State,Pac-12,80,
0,Feb,27,2016,Sat,12:00 pm/est,Texas Tech,@,Kansas (2),Big 12,58,
0,Jan,8,2017,Sun,7:30 pm/est,Ohio State,@,Minnesota,Big Ten,68,
0,Mar,3,2018,Sat,4:00 pm/est,Notre Dame,@,Virginia (1),ACC,57,
1,Jan,6,2015,Tue,9:00 pm/est,Providence,@,Butler,Big East,66,
0,Jan,24,2016,Sun,7:00 pm/est,Syracuse,@,Virginia (13),ACC,65,
1,Feb,22,2017,Wed,8:30 pm/est,Minnesota,@,Maryland (24),Big Ten,89,
0,Feb,7,2015,Sat,4:00 pm/est,South Carolina,@,Vanderbilt,SEC,50,
1,Feb,14,2017,Tue,7:00 pm/est,Florida,@,Auburn,SEC,114,
1,Feb,24,2016,Wed,9:00 pm/est,Wisconsin,@,Iowa (8),Big Ten,67,
1,Feb,2,2017,Thu,7:00 pm/est,Michigan State,@,Nebraska,Big Ten,72,
0,Jan,10,2015,Sat,5:00 pm/est,Texas,@,Oklahoma State,Big 12,58,
0,Mar,3,2018,Sat,6:00 pm/est,Louisville,@,North Carolina State,ACC,69,
0,Feb,8,2017,Wed,11:00 pm/est,Stanford,@,Arizona (9),Pac-12,67,
1,Jan,7,2015,Wed,9:00 pm/est,DePaul,@,Creighton,Big East,70,
0,Jan,28,2015,Wed,7:00 pm/est,Wake Forest,@,Florida State,ACC,76,2OT
1,Feb,13,2016,Sat,8:00 pm/est,Creighton,@,Marquette,Big East,65,
0,Jan,14,2015,Wed,7:00 pm/est,Rutgers,@,Maryland (14),Big Ten,65,
0,Jan,26,2015,Mon,7:00 pm/est,Syracuse,@,North Carolina (13),ACC,83,
0,Feb,18,2017,Sat,8:00 pm/est,Xavier,@,Marquette,Big East,61,
0,Feb,17,2015,Tue,7:00 pm/est,St. John's,@,Georgetown,Big East,57,
0,Mar,7,2015,Sat,4:00 pm/est,Stanford,@,Arizona (5),Pac-12,69,
0,Feb,25,2017,Sat,6:00 pm/est,LSU,@,Georgia,SEC,80,
0,Mar,1,2018,Thu,10:00 pm/est,Stanford,@,Arizona (19),Pac-12,67,
0,Feb,13,2017,Mon,9:00 pm/est,West Virginia,@,Kansas (3),Big 12,80,OT
1,Mar,5,2016,Sat,12:00 pm/est,Mississippi,@,Tennessee,SEC,83,
0,Jan,24,2015,Sat,8:30 pm/est,Auburn,@,Alabama,SEC,55,
0,Feb,11,2015,Wed,7:00 pm/est,Penn State,@,Ohio State (23),Big Ten,55,
0,Jan,1,2017,Sun,3:00 pm/est,Providence,@,Butler (13),Big East,61,
0,Feb,13,2018,Tue,7:00 pm/est,Maryland,@,Nebraska,Big Ten,66,
0,Feb,17,2018,Sat,11:00 pm/est,Oregon State,@,Southern California,Pac-12,59,
0,Feb,11,2016,Thu,7:00 pm/est,Florida State,@,Syracuse,ACC,72,
1,Jan,10,2015,Sat,6:00 pm/est,Virginia,@,Notre Dame (13),ACC,62,
0,Dec,30,2015,Wed,7:00 pm/est,Clemson,@,North Carolina (7),ACC,69,
0,Mar,7,2015,Sat,4:00 pm/est,Kansas State,@,Texas,Big 12,49,
1,Jan,18,2018,Thu,9:00 pm/est,USC,@,Oregon,Pac-12,75,
1,Jan,13,2015,Tue,7:00 pm/est,Butler,@,Seton Hall (21),Big East,79,OT
0,Feb,28,2016,Sun,4:30 pm/est,Arizona State,@,Colorado,Pac-12,69,
0,Jan,3,2016,Sun,7:00 pm/est,Oregon,@,Oregon State,Pac-12,57,
1,Feb,23,2016,Tue,7:00 pm/est,Vanderbilt,@,Florida,SEC,87,
0,Feb,20,2018,Tue,7:00 pm/est,Boston College,@,North Carolina State,ACC,66,
1,Mar,5,2017,Sun,4:30 pm/est,Purdue,@,Northwestern,Big Ten,69,
1,Feb,29,2016,Mon,9:00 pm/est,Kansas,@,Texas (23),Big 12,86,
0,Feb,2,2017,Thu,7:00 pm/est,Missouri,@,Florida (24),SEC,54,
