Win,Month,Day,Year,Weekday,Time,RoadTeam,Locale,HomeTeam,Conference,RoadTeamPoints,OT
0,Mar,5,2016,Sat,4:00 pm/est,Miami,@,Virginia Tech,ACC,62,
1,Feb,21,2015,Sat,2:00 pm/est,West Virginia,@,Oklahoma State (22),Big 12,73,
1,Feb,25,2018,Sun,1:00 pm/est,Michigan State,@,Wisconsin,Big Ten,68,
0,Feb,15,2015,Sun,8:30 pm/est,California,@,Utah (11),Pac-12,61,
1,Jan,9,2016,Sat,1:00 pm/est,Texas A&M,@,Tennessee,SEC,92,
0,Jan,10,2018,Wed,8:00 pm/est,Xavier,@,Villanova (1),Big East,65,
0,Jan,31,2015,Sat,8:30 pm/est,Stanford,@,Washington State,Pac-12,88,
1,Jan,28,2016,Thu,9:00 pm/est,Michigan State,@,Northwestern,Big Ten,76,
1,Jan,14,2015,Wed,7:00 pm/est,LSU,@,Mississippi,SEC,75,
1,Jan,15,2017,Sun,8:30 pm/est,USC,@,Colorado,Pac-12,71,
1,Feb,3,2018,Sat,2:30 pm/est,Providence,@,Marquette,Big East,77,
0,Jan,6,2018,Sat,2:00 pm/est,Texas,@,Baylor,Big 12,60,
0,Mar,6,2015,Fri,9:00 pm/est,Texas Tech,@,Baylor (14),Big 12,74,
0,Jan,6,2015,Tue,7:00 pm/est,Mississippi,@,Kentucky (1),SEC,86,OT
1,Jan,31,2018,Wed,10:00 pm/est,Arizona,@,Washington State,Pac-12,100,
1,Feb,8,2015,Sun,5:30 pm/est,Ohio State,@,Rutgers,Big Ten,79,
0,Jan,6,2018,Sat,12:00 pm/est,Alabama,@,Georgia,SEC,46,
0,Jan,6,2018,Sat,6:00 pm/est,Arkansas,@,Auburn,SEC,77,
0,Feb,7,2015,Sat,4:30 pm/est,Arizona,@,Arizona State,Pac-12,78,
0,Feb,28,2015,Sat,4:00 pm/est,Arkansas,@,Kentucky (1),SEC,67,
0,Feb,23,2016,Tue,9:00 pm/est,TCU,@,Texas Tech,Big 12,79,
0,Jan,4,2018,Thu,10:00 pm/est,UCLA,@,Stanford,Pac-12,99,2OT
0,Feb,26,2017,Sun,6:30 pm/est,Georgia Tech,@,Notre Dame (21),ACC,60,
1,Jan,20,2016,Wed,9:00 pm/est,Miami,@,Boston College,ACC,67,
0,Jan,5,2018,Fri,7:00 pm/est,Wisconsin,@,Rutgers,Big Ten,60,
0,Feb,6,2016,Sat,9:00 pm/est,Georgetown,@,Seton Hall,Big East,61,
0,Jan,30,2016,Sat,12:00 pm/est,Clemson,@,Florida State,ACC,65,
1,Mar,7,2015,Sat,12:00 pm/est,Butler,@,Providence (24),Big East,68,
1,Feb,8,2017,Wed,9:00 pm/est,West Virginia,@,Oklahoma,Big 12,61,
1,Feb,13,2018,Tue,7:00 pm/est,Kansas,@,Iowa State,Big 12,83,
0,Feb,13,2017,Mon,7:00 pm/est,Baylor,@,Texas Tech,Big 12,78,
1,Feb,20,2017,Mon,9:00 pm/est,Iowa State,@,Texas Tech,Big 12,82,OT
1,Jan,13,2018,Sat,1:00 pm/est,South Carolina,@,Georgia,SEC,64,
0,Feb,25,2015,Wed,8:00 pm/est,Texas Tech,@,Texas Christian,Big 12,54,
1,Feb,21,2018,Wed,6:30 pm/est,Xavier,@,Georgetown,Big East,89,
1,Jan,8,2017,Sun,10:00 pm/est,California,@,Southern California (25),Pac-12,74,
1,Jan,21,2017,Sat,2:00 pm/est,Oklahoma State,@,Texas Tech,Big 12,83,
1,Feb,7,2017,Tue,6:30 pm/est,Alabama,@,South Carolina (19),SEC,90,4OT
1,Feb,15,2015,Sun,6:30 pm/est,Arizona,@,Washington State,Pac-12,86,
0,Jan,14,2015,Wed,9:00 pm/est,Florida State,@,Pittsburgh,ACC,64,
1,Jan,20,2018,Sat,8:00 pm/est,USC,@,Oregon State,Pac-12,74,
0,Jan,31,2018,Wed,7:00 pm/est,West Virginia,@,Iowa State,Big 12,77,
0,Jan,31,2015,Sat,12:00 pm/est,Auburn,@,Tennessee,SEC,63,
0,Feb,25,2018,Sun,4:00 pm/est,Minnesota,@,Purdue (9),Big Ten,60,
0,Feb,6,2016,Sat,8:00 pm/est,Tennessee,@,Arkansas,SEC,67,
1,Feb,17,2015,Tue,9:00 pm/est,Alabama,@,Auburn,SEC,79,
1,Feb,21,2016,Sun,6:00 pm/est,Utah,@,Southern California,Pac-12,80,
0,Jan,24,2015,Sat,8:00 pm/est,Washington State,@,Colorado,Pac-12,58,
1,Jan,14,2015,Wed,7:00 pm/est,Notre Dame,@,Georgia Tech,ACC,62,
0,Feb,27,2016,Sat,2:00 pm/est,Rutgers,@,Northwestern,Big Ten,59,
0,Jan,4,2017,Wed,8:00 pm/est,Oklahoma State,@,Texas,Big 12,79,
1,Feb,3,2018,Sat,4:00 pm/est,Virginia,@,Syracuse,ACC,59,
0,Jan,17,2015,Sat,7:00 pm/est,Oklahoma State,@,Oklahoma (18),Big 12,65,
0,Dec,31,2017,Sun,6:00 pm/est,South Carolina,@,Mississippi,SEC,69,
1,Jan,3,2015,Sat,2:00 pm/est,Texas,@,Texas Tech,Big 12,70,
1,Jan,14,2017,Sat,2:00 pm/est,Notre Dame,@,Virginia Tech,ACC,76,
1,Feb,21,2015,Sat,4:00 pm/est,Arkansas,@,Mississippi State,SEC,65,
1,Jan,16,2016,Sat,12:00 pm/est,Virginia Tech,@,Georgia Tech,ACC,78,
1,Feb,10,2015,Tue,9:00 pm/est,Xavier,@,Marquette,Big East,64,
1,Feb,3,2016,Wed,8:30 pm/est,Maryland,@,Nebraska,Big Ten,70,
0,Feb,8,2015,Sun,4:30 pm/est,Washington,@,Oregon State,Pac-12,50,
1,Jan,16,2016,Sat,4:30 pm/est,Seton Hall,@,Providence (12),Big East,81,
1,Mar,1,2015,Sun,7:00 pm/est,Oregon,@,Stanford,Pac-12,73,
1,Feb,21,2016,Sun,12:00 pm/est,Seton Hall,@,St. John's (NY),Big East,62,
0,Jan,28,2017,Sat,2:30 pm/est,DePaul,@,Creighton (16),Big East,66,
1,Feb,3,2018,Sat,8:15 pm/est,Michigan State,@,Indiana,Big Ten,63,
1,Jan,31,2015,Sat,6:00 pm/est,Purdue,@,Northwestern,Big Ten,68,
1,Feb,8,2017,Wed,7:00 pm/est,Baylor,@,Oklahoma State,Big 12,72,
1,Jan,10,2018,Wed,9:00 pm/est,Louisville,@,Florida State (23),ACC,73,
1,Feb,23,2016,Tue,9:00 pm/est,Michigan State,@,Ohio State,Big Ten,81,
0,Feb,27,2016,Sat,6:00 pm/est,Kansas State,@,Iowa State (17),Big 12,61,
0,Dec,9,2017,Sat,12:00 pm/est,Duke,@,Boston College,ACC,84,
1,Jan,2,2018,Tue,7:00 pm/est,Michigan,@,Iowa,Big Ten,75,
0,Feb,27,2018,Tue,9:00 pm/est,Kansas State,@,Texas Christian,Big 12,59,
1,Mar,5,2016,Sat,4:00 pm/est,Oregon,@,Southern California,Pac-12,76,
1,Feb,6,2016,Sat,12:00 pm/est,Florida State,@,Wake Forest,ACC,91,
1,Feb,10,2015,Tue,9:00 pm/est,Arkansas,@,Auburn,SEC,101,
1,Feb,8,2017,Wed,11:00 pm/est,California,@,Arizona State,Pac-12,68,
0,Mar,4,2017,Sat,2:00 pm/est,Georgia,@,Arkansas,SEC,67,
0,Mar,7,2015,Sat,2:00 pm/est,Oklahoma State,@,West Virginia (20),Big 12,72,
0,Feb,3,2018,Sat,6:15 pm/est,Oklahoma,@,Texas,Big 12,74,
0,Jan,7,2017,Sat,7:30 pm/est,Marquette,@,Villanova (1),Big East,81,
0,Jan,7,2018,Sun,4:30 pm/est,Michigan State,@,Ohio State,Big Ten,64,
0,Jan,19,2016,Tue,8:00 pm/est,Clemson,@,Virginia (13),ACC,62,
0,Jan,9,2018,Tue,9:00 pm/est,Mississippi,@,Auburn (22),SEC,70,
0,Mar,1,2015,Sun,9:30 pm/est,Washington State,@,UCLA,Pac-12,67,
0,Mar,2,2017,Thu,7:00 pm/est,Nebraska,@,Minnesota,Big Ten,73,
0,Jan,16,2017,Mon,12:00 pm/est,Marquette,@,Butler (13),Big East,80,
0,Feb,3,2016,Wed,8:30 pm/est,Marquette,@,Seton Hall,Big East,62,
1,Feb,25,2017,Sat,12:00 pm/est,Florida State,@,Clemson,ACC,76,
0,Feb,14,2018,Wed,6:30 pm/est,Iowa,@,Michigan (22),Big Ten,59,
1,Jan,5,2016,Tue,8:00 pm/est,Butler,@,DePaul,Big East,77,
1,Feb,7,2018,Wed,9:00 pm/est,Creighton,@,DePaul,Big East,76,
0,Feb,21,2015,Sat,7:30 pm/est,Tennessee,@,Mississippi,SEC,57,
1,Feb,9,2015,Mon,7:00 pm/est,Oklahoma State,@,Baylor (16),Big 12,74,
0,Mar,1,2017,Wed,8:00 pm/est,NC State,@,Clemson,ACC,74,
1,Jan,4,2017,Wed,9:00 pm/est,LSU,@,Missouri,SEC,88,
0,Jan,13,2015,Tue,9:00 pm/est,Missouri,@,Kentucky (1),SEC,37,
0,Jan,19,2016,Tue,9:00 pm/est,Alabama,@,Auburn,SEC,77,
0,Jan,17,2018,Wed,8:30 pm/est,St. John's,@,Xavier (11),Big East,82,
0,Dec,30,2015,Wed,9:00 pm/est,Syracuse,@,Pittsburgh,ACC,61,
1,Feb,7,2015,Sat,4:00 pm/est,Texas,@,Kansas State,Big 12,61,
0,Feb,13,2018,Tue,9:00 pm/est,LSU,@,Alabama,SEC,65,
0,Jan,4,2017,Wed,11:00 pm/est,Oregon State,@,Washington State,Pac-12,62,
0,Feb,11,2018,Sun,8:00 pm/est,Washington State,@,Oregon,Pac-12,57,
1,Feb,1,2017,Wed,9:00 pm/est,South Carolina,@,Louisiana State,SEC,88,
1,Jan,17,2018,Wed,9:00 pm/est,Arizona,@,University of California,Pac-12,79,
0,Feb,20,2016,Sat,7:30 pm/est,Missouri,@,Arkansas,SEC,72,
0,Jan,10,2015,Sat,12:00 pm/est,Georgia Tech,@,Wake Forest,ACC,69,
0,Feb,28,2016,Sun,12:30 pm/est,Xavier,@,Seton Hall,Big East,81,
0,Jan,23,2016,Sat,4:00 pm/est,Missouri,@,Texas A&M (10),SEC,53,
0,Jan,16,2016,Sat,9:30 pm/est,Washington State,@,Arizona (18),Pac-12,66,
0,Jan,3,2015,Sat,12:00 pm/est,Pittsburgh,@,North Carolina State,ACC,50,
1,Feb,22,2017,Wed,9:00 pm/est,Oklahoma State,@,Kansas State,Big 12,80,
1,Jan,18,2015,Sun,1:00 pm/est,Indiana,@,Illinois,Big Ten,80,
1,Jan,6,2018,Sat,4:00 pm/est,Washington,@,Washington State,Pac-12,70,
1,Feb,4,2015,Wed,9:00 pm/est,Providence,@,Georgetown (24),Big East,74,
1,Jan,14,2017,Sat,3:30 pm/est,Alabama,@,Louisiana State,SEC,81,
0,Jan,4,2017,Wed,8:30 pm/est,Penn State,@,Michigan,Big Ten,69,
0,Jan,23,2016,Sat,2:00 pm/est,Mississippi,@,Mississippi State,SEC,77,
1,Jan,10,2015,Sat,2:15 pm/est,Seton Hall,@,Creighton,Big East,68,
1,Feb,20,2016,Sat,1:00 pm/est,Penn State,@,Rutgers,Big Ten,70,
0,Dec,31,2014,Wed,3:15 pm/est,Minnesota,@,Purdue,Big Ten,68,
1,Feb,18,2018,Sun,8:00 pm/est,Stanford,@,University of California,Pac-12,77,
0,Jan,29,2015,Thu,7:00 pm/est,Maryland,@,Ohio State,Big Ten,56,
0,Jan,13,2016,Wed,9:00 pm/est,Mississippi,@,Louisiana State,SEC,81,
0,Feb,17,2018,Sat,10:15 pm/est,Oregon,@,UCLA,Pac-12,78,OT
1,Jan,28,2018,Sun,6:00 pm/est,Clemson,@,Georgia Tech,ACC,72,
1,Feb,8,2018,Thu,10:00 pm/est,UCLA,@,Arizona (13),Pac-12,82,
0,Mar,1,2016,Tue,9:00 pm/est,Missouri,@,Louisiana State,SEC,71,
0,Jan,12,2017,Thu,7:00 pm/est,Clemson,@,Georgia Tech,ACC,63,
1,Jan,16,2016,Sat,1:00 pm/est,Villanova,@,Georgetown,Big East,55,
0,Jan,16,2016,Sat,6:00 pm/est,Oklahoma State,@,Texas,Big 12,69,
0,Feb,12,2017,Sun,8:30 pm/est,Washington State,@,Colorado,Pac-12,49,
0,Jan,13,2018,Sat,4:00 pm/est,California,@,Washington State,Pac-12,53,
0,Feb,4,2015,Wed,8:30 pm/est,Penn State,@,Maryland (17),Big Ten,58,
0,Jan,14,2017,Sat,8:30 pm/est,Texas Tech,@,Oklahoma,Big 12,75,
0,Feb,2,2016,Tue,8:00 pm/est,TCU,@,Oklahoma (1),Big 12,72,
1,Feb,14,2017,Tue,7:00 pm/est,Virginia Tech,@,Pittsburgh,ACC,66,
0,Feb,14,2015,Sat,1:00 pm/est,Marquette,@,Creighton,Big East,70,
0,Mar,7,2015,Sat,6:30 pm/est,Colorado,@,Washington State,Pac-12,91,OT
0,Feb,13,2018,Tue,9:00 pm/est,Northwestern,@,Rutgers,Big Ten,58,OT
0,Jan,10,2015,Sat,4:00 pm/est,DePaul,@,Villanova (8),Big East,64,
0,Jan,3,2016,Sun,8:00 pm/est,Wake Forest,@,Louisville (18),ACC,57,
0,Dec,30,2017,Sat,2:00 pm/est,Boston College,@,Virginia (9),ACC,58,
1,Jan,24,2015,Sat,2:00 pm/est,Arkansas,@,Missouri,SEC,61,
0,Jan,28,2015,Wed,7:30 pm/est,Duke,@,Notre Dame (8),ACC,73,
0,Mar,7,2015,Sat,4:30 pm/est,Illinois,@,Purdue,Big Ten,58,
1,Mar,3,2018,Sat,10:15 pm/est,UCLA,@,Southern California,Pac-12,83,
0,Feb,10,2016,Wed,7:00 pm/est,Wake Forest,@,Georgia Tech,ACC,66,
1,Feb,25,2015,Wed,7:00 pm/est,Kentucky,@,Mississippi State,SEC,74,
0,Dec,31,2014,Wed,12:00 pm/est,St. John's,@,Seton Hall,Big East,67,
0,Feb,16,2017,Thu,9:00 pm/est,Utah,@,Oregon (7),Pac-12,61,
1,Feb,11,2015,Wed,8:00 pm/est,Villanova,@,Providence,Big East,74,
0,Jan,30,2018,Tue,7:00 pm/est,Rutgers,@,Illinois,Big Ten,60,
1,Jan,6,2016,Wed,7:00 pm/est,Duke,@,Wake Forest,ACC,91,
0,Feb,20,2018,Tue,7:00 pm/est,Illinois,@,Michigan State (2),Big Ten,61,
0,Feb,14,2018,Wed,9:00 pm/est,Georgia Tech,@,Wake Forest,ACC,62,
0,Feb,14,2017,Tue,7:00 pm/est,Rutgers,@,Purdue (16),Big Ten,55,
0,Mar,6,2016,Sun,2:00 pm/est,Nebraska,@,Northwestern,Big Ten,54,
0,Feb,4,2017,Sat,3:00 pm/est,Georgia Tech,@,Wake Forest,ACC,69,
1,Jan,29,2015,Thu,6:00 pm/est,Michigan State,@,Rutgers,Big Ten,71,
0,Feb,7,2018,Wed,8:30 pm/est,Georgia,@,Vanderbilt,SEC,66,
0,Feb,26,2017,Sun,4:00 pm/est,Wisconsin,@,Michigan State,Big Ten,74,
0,Mar,4,2017,Sat,8:15 pm/est,Duke,@,North Carolina (5),ACC,83,
0,Feb,4,2017,Sat,8:15 pm/est,Kentucky,@,Florida (24),SEC,66,
1,Jan,10,2015,Sat,2:00 pm/est,Alabama,@,Tennessee,SEC,56,
0,Jan,14,2017,Sat,12:00 pm/est,Georgia,@,Florida (23),SEC,76,OT
1,Feb,4,2017,Sat,6:00 pm/est,Arizona State,@,Oregon State,Pac-12,81,
1,Jan,12,2016,Tue,9:00 pm/est,Arkansas,@,Missouri,SEC,94,
1,Feb,6,2018,Tue,7:00 pm/est,Tennessee,@,Kentucky (24),SEC,61,
0,Feb,12,2015,Thu,9:00 pm/est,Stanford,@,Utah (11),Pac-12,59,
1,Feb,1,2015,Sun,2:30 pm/est,Utah,@,Southern California,Pac-12,67,
0,Jan,13,2016,Wed,7:00 pm/est,Tennessee,@,Georgia,SEC,72,
1,Jan,7,2015,Wed,9:00 pm/est,Tennessee,@,Mississippi State,SEC,61,
0,Jan,13,2016,Wed,6:30 pm/est,Rutgers,@,Ohio State,Big Ten,68,
1,Mar,1,2017,Wed,9:00 pm/est,Marquette,@,Xavier,Big East,95,
0,Feb,18,2015,Wed,7:00 pm/est,Louisville,@,Syracuse,ACC,59,
1,Feb,11,2016,Thu,11:00 pm/est,Oregon State,@,Stanford,Pac-12,62,
0,Jan,7,2017,Sat,2:00 pm/est,Boston College,@,Duke (8),ACC,82,
1,Feb,28,2015,Sat,2:00 pm/est,Butler,@,DePaul,Big East,67,
0,Feb,4,2018,Sun,12:00 pm/est,Georgia Tech,@,Boston College,ACC,72,OT
0,Feb,26,2018,Mon,9:00 pm/est,Texas Tech,@,West Virginia (20),Big 12,74,
0,Jan,11,2018,Thu,7:00 pm/est,Maryland,@,Ohio State,Big Ten,69,
1,Feb,7,2016,Sun,1:00 pm/est,Iowa,@,Illinois,Big Ten,77,
1,Feb,10,2018,Sat,12:00 pm/est,Oklahoma State,@,West Virginia (19),Big 12,88,
0,Feb,4,2016,Thu,7:00 pm/est,Ohio State,@,Wisconsin,Big Ten,68,
1,Feb,2,2015,Mon,7:00 pm/est,Virginia,@,North Carolina (12),ACC,75,
0,Jan,26,2017,Thu,9:30 pm/est,Washington State,@,Arizona (7),Pac-12,62,
0,Jan,17,2018,Wed,8:30 pm/est,Seton Hall,@,Creighton,Big East,63,
0,Jan,29,2017,Sun,1:00 pm/est,Michigan,@,Michigan State,Big Ten,62,
0,Jan,14,2018,Sun,8:00 pm/est,Utah,@,Southern California,Pac-12,67,
1,Feb,16,2017,Thu,9:00 pm/est,Colorado,@,Oregon State,Pac-12,60,
0,Feb,27,2017,Mon,7:00 pm/est,North Carolina,@,Virginia (23),ACC,43,
0,Jan,21,2017,Sat,12:00 pm/est,Providence,@,Villanova (1),Big East,68,
1,Jan,5,2017,Thu,9:00 pm/est,Minnesota,@,Northwestern,Big Ten,70,
0,Jan,13,2018,Sat,2:00 pm/est,West Virginia,@,Texas Tech (8),Big 12,71,
1,Jan,28,2018,Sun,3:30 pm/est,Purdue,@,Indiana,Big Ten,74,
0,Feb,18,2018,Sun,6:00 pm/est,Pittsburgh,@,Florida State,ACC,75,
1,Jan,2,2018,Tue,9:00 pm/est,Texas Tech,@,Kansas (10),Big 12,85,
1,Feb,20,2016,Sat,6:00 pm/est,Kansas,@,Kansas State,Big 12,72,
0,Jan,3,2016,Sun,7:30 pm/est,Utah,@,University of California,Pac-12,58,
1,Jan,22,2015,Thu,7:00 pm/est,DePaul,@,Seton Hall (24),Big East,64,
0,Feb,17,2016,Wed,9:00 pm/est,Oklahoma,@,Texas Tech,Big 12,63,
1,Jan,30,2016,Sat,8:00 pm/est,Providence,@,Georgetown,Big East,73,
0,Jan,27,2018,Sat,4:00 pm/est,Rutgers,@,Penn State,Big Ten,43,
0,Jan,20,2015,Tue,8:30 pm/est,Minnesota,@,Nebraska,Big Ten,49,
1,Jan,20,2018,Sat,6:00 pm/est,Tennessee,@,South Carolina,SEC,70,
0,Feb,5,2017,Sun,12:30 pm/est,Clemson,@,Florida State (15),ACC,61,
1,Mar,4,2016,Fri,9:00 pm/est,Texas,@,Oklahoma State,Big 12,62,
0,Feb,17,2016,Wed,7:00 pm/est,Syracuse,@,Louisville (18),ACC,58,
1,Jan,15,2018,Mon,7:00 pm/est,Duke,@,Miami (FL) (25),ACC,83,
1,Jan,14,2016,Thu,7:00 pm/est,Iowa,@,Michigan State (4),Big Ten,76,
1,Jan,18,2017,Wed,9:00 pm/est,Kansas State,@,Oklahoma State,Big 12,96,
1,Jan,9,2016,Sat,3:00 pm/est,Baylor,@,Iowa State (13),Big 12,94,
0,Mar,2,2014,Sun,,Maryland,@,Clemson,ACC,73,2OT
0,Feb,18,2017,Sat,4:00 pm/est,Auburn,@,Texas A&M,SEC,62,
0,Feb,24,2018,Sat,12:00 pm/est,Baylor,@,Texas Christian,Big 12,72,
0,Dec,4,2017,Mon,6:30 pm/est,Michigan,@,Ohio State,Big Ten,62,
0,Mar,3,2018,Sat,3:30 pm/est,South Carolina,@,Auburn (14),SEC,70,
1,Jan,13,2018,Sat,10:30 pm/est,Colorado,@,UCLA,Pac-12,68,
0,Feb,14,2015,Sat,6:30 pm/est,Florida,@,Texas A&M,SEC,62,
1,Feb,11,2017,Sat,10:30 pm/est,Oregon,@,Southern California,Pac-12,81,
0,Feb,1,2017,Wed,7:00 pm/est,Georgia Tech,@,Clemson,ACC,62,
0,Jan,23,2016,Sat,2:00 pm/est,Seton Hall,@,Xavier (5),Big East,76,
1,Feb,27,2018,Tue,7:00 pm/est,Missouri,@,Vanderbilt,SEC,74,
1,Jan,20,2016,Wed,7:00 pm/est,Texas,@,West Virginia (6),Big 12,56,
1,Jan,7,2017,Sat,3:15 pm/est,Maryland,@,Michigan,Big Ten,77,
0,Feb,6,2016,Sat,6:00 pm/est,Oklahoma,@,Kansas State,Big 12,69,
0,Feb,7,2017,Tue,7:00 pm/est,Georgetown,@,Villanova (2),Big East,64,
0,Jan,24,2015,Sat,6:00 pm/est,Florida,@,Mississippi,SEC,71,
1,Jan,25,2018,Thu,8:00 pm/est,Penn State,@,Ohio State (13),Big Ten,82,
1,Feb,4,2017,Sat,3:00 pm/est,Louisville,@,Boston College,ACC,90,
1,Jan,2,2016,Sat,6:00 pm/est,Iowa,@,Purdue (14),Big Ten,70,
0,Feb,3,2018,Sat,12:00 pm/est,DePaul,@,Butler,Big East,57,
1,Jan,17,2015,Sat,6:00 pm/est,Tennessee,@,Missouri,SEC,59,
0,Feb,17,2018,Sat,7:30 pm/est,Texas Tech,@,Baylor,Big 12,57,
1,Jan,16,2016,Sat,3:00 pm/est,Baylor,@,Texas Tech,Big 12,63,
0,Jan,12,2017,Thu,9:00 pm/est,Purdue,@,Iowa,Big Ten,78,
0,Mar,3,2018,Sat,8:00 pm/est,Butler,@,Seton Hall,Big East,70,
0,Jan,3,2015,Sat,8:00 pm/est,Oregon State,@,Oregon,Pac-12,59,
0,Feb,28,2015,Sat,4:00 pm/est,Virginia Tech,@,Virginia (2),ACC,57,
1,Dec,29,2016,Thu,7:00 pm/est,Georgia,@,Auburn,SEC,96,
1,Feb,2,2016,Tue,9:00 pm/est,West Virginia,@,Iowa State (13),Big 12,81,
1,Jan,24,2015,Sat,2:30 pm/est,Georgetown,@,Marquette,Big East,95,OT
1,Jan,20,2016,Wed,9:00 pm/est,Vanderbilt,@,Tennessee,SEC,88,
0,Jan,10,2017,Tue,9:15 pm/est,Kansas State,@,Texas Tech,Big 12,65,
1,Jan,30,2016,Sat,2:00 pm/est,Xavier,@,DePaul,Big East,86,
0,Jan,4,2017,Wed,6:30 pm/est,Villanova,@,Butler (18),Big East,58,
0,Jan,24,2017,Tue,9:00 pm/est,Kansas State,@,Iowa State,Big 12,65,
1,Jan,21,2017,Sat,4:30 pm/est,Wisconsin,@,Minnesota,Big Ten,78,OT
0,Jan,3,2017,Tue,7:00 pm/est,Mississippi,@,Florida (24),SEC,63,
0,Mar,3,2018,Sat,2:30 pm/est,Creighton,@,Marquette,Big East,81,
0,Jan,9,2018,Tue,8:30 pm/est,Wisconsin,@,Nebraska,Big Ten,59,
0,Feb,3,2018,Sat,2:00 pm/est,Kentucky,@,Missouri,SEC,60,
0,Feb,13,2016,Sat,8:00 pm/est,Illinois,@,Northwestern,Big Ten,56,
1,Jan,16,2017,Mon,2:00 pm/est,Creighton,@,Xavier (22),Big East,72,
0,Feb,28,2015,Sat,2:00 pm/est,TCU,@,Oklahoma (16),Big 12,60,
0,Dec,27,2016,Tue,5:00 pm/est,Illinois,@,Maryland,Big Ten,59,
1,Jan,31,2016,Sun,7:30 pm/est,Wisconsin,@,Illinois,Big Ten,63,
0,Mar,4,2017,Sat,4:00 pm/est,Stanford,@,Utah,Pac-12,59,
0,Jan,29,2017,Sun,8:30 pm/est,Stanford,@,University of California,Pac-12,55,
0,Mar,4,2017,Sat,3:00 pm/est,TCU,@,Oklahoma,Big 12,68,
1,Jan,16,2016,Sat,12:30 pm/est,Indiana,@,Minnesota,Big Ten,70,
0,Feb,3,2018,Sat,10:30 pm/est,Arizona,@,Washington,Pac-12,75,
1,Feb,21,2015,Sat,2:30 pm/est,Villanova,@,Marquette,Big East,87,
0,Feb,27,2017,Mon,7:00 pm/est,West Virginia,@,Baylor (11),Big 12,62,
1,Feb,25,2017,Sat,8:15 pm/est,UCLA,@,Arizona (4),Pac-12,77,
0,Jan,28,2018,Sun,4:00 pm/est,California,@,Southern California,Pac-12,59,
1,Jan,19,2015,Mon,7:00 pm/est,Texas,@,Texas Christian,Big 12,66,
0,Jan,19,2016,Tue,8:00 pm/est,Northwestern,@,Maryland (7),Big Ten,56,OT
0,Dec,31,2014,Wed,10:00 pm/est,Georgetown,@,Xavier,Big East,53,
0,Jan,15,2018,Mon,7:00 pm/est,Florida State,@,Boston College,ACC,75,
0,Feb,23,2016,Tue,9:00 pm/est,Missouri,@,Mississippi,SEC,76,
0,Jan,18,2017,Wed,11:00 pm/est,Colorado,@,Washington,Pac-12,83,OT
1,Feb,15,2018,Thu,9:00 pm/est,Arizona,@,Arizona State (25),Pac-12,77,
1,Dec,30,2016,Fri,7:00 pm/est,Baylor,@,Oklahoma,Big 12,76,
0,Dec,3,2017,Sun,4:30 pm/est,Nebraska,@,Michigan State (3),Big Ten,57,
0,Feb,18,2017,Sat,8:30 pm/est,South Carolina,@,Vanderbilt,SEC,62,
0,Feb,9,2015,Mon,9:00 pm/est,Georgia Tech,@,Virginia Tech,ACC,63,
0,Feb,17,2016,Wed,7:00 pm/est,Providence,@,Xavier (8),Big East,74,
0,Feb,27,2016,Sat,4:00 pm/est,DePaul,@,Providence,Big East,66,
0,Feb,15,2017,Wed,6:30 pm/est,Xavier,@,Providence,Big East,63,
1,Jan,31,2015,Sat,2:00 pm/est,Villanova,@,DePaul,Big East,68,
1,Feb,14,2016,Sun,6:30 pm/est,Miami,@,Florida State,ACC,67,
1,Jan,4,2016,Mon,7:00 pm/est,West Virginia,@,Texas Christian,Big 12,95,
1,Jan,6,2016,Wed,9:00 pm/est,Ohio State,@,Northwestern,Big Ten,65,
0,Jan,14,2017,Sat,4:00 pm/est,Washington State,@,University of California,Pac-12,54,
1,Jan,19,2016,Tue,8:30 pm/est,Georgetown,@,Xavier (5),Big East,81,
1,Feb,11,2015,Wed,8:00 pm/est,Virginia,@,North Carolina State,ACC,51,
1,Jan,6,2018,Sat,2:00 pm/est,DePaul,@,St. John's (NY),Big East,91,
0,Feb,22,2015,Sun,8:30 pm/est,USC,@,Arizona State,Pac-12,59,
0,Feb,14,2015,Sat,6:00 pm/est,Oklahoma State,@,Texas Christian,Big 12,55,
0,Jan,13,2018,Sat,6:00 pm/est,Oregon State,@,Arizona State (11),Pac-12,75,
0,Jan,24,2015,Sat,4:00 pm/est,Iowa State,@,Texas Tech,Big 12,73,
0,Jan,18,2018,Thu,8:30 pm/est,Minnesota,@,Maryland,Big Ten,66,
0,Jan,15,2017,Sun,7:30 pm/est,Iowa,@,Northwestern,Big Ten,54,
1,Feb,1,2017,Wed,8:00 pm/est,Florida State,@,Miami (FL),ACC,75,
0,Jan,2,2018,Tue,7:00 pm/est,Butler,@,Xavier (5),Big East,79,
0,Jan,3,2018,Wed,7:00 pm/est,North Carolina,@,Florida State (24),ACC,80,
0,Dec,30,2017,Sat,12:00 pm/est,Wake Forest,@,North Carolina (13),ACC,69,
1,Jan,7,2017,Sat,2:00 pm/est,Creighton,@,Providence,Big East,78,
1,Jan,16,2016,Sat,4:00 pm/est,Iowa State,@,Kansas State,Big 12,76,
0,Feb,25,2017,Sat,8:00 pm/est,Alabama,@,Texas A&M,SEC,53,
0,Jan,5,2017,Thu,11:00 pm/est,Stanford,@,Southern California (25),Pac-12,56,
